Subdistrict;Month;PopDensity;Rainfall;RainfallLag1;RainfallLag2;RainfallLag3;TempAvg;HumRev;WindSpeed;AtmPress;BuiltArea;Crops;Water;Trees;FloodedVegetation;DengueIncidence
Pengasih;Sep-18;822;15,82;0;0;47,46;25,37;80,19;4,90;100,63;2975,42;611,76;2,61;1978,64;0,00;0
Pengasih;Oct-18;824;36,91;15,82;0;0;26,31;79,56;4,80;100,58;2970,51;613,60;2,54;1970,05;0,00;1
Pengasih;Nov-18;827;411,33;36,91;15,82;0;26,76;84,12;4,02;100,47;2961,33;615,53;2,49;1968,14;0,00;1
Pengasih;Dec-18;829;532,62;411,33;36,91;15,82;26,93;84,00;4,06;100,38;2948,60;617,42;2,48;1973,34;0,00;1
Pengasih;Jan-19;840;543,16;532,62;411,33;36,91;27,53;83,69;3,90;100,38;2933,02;619,16;2,51;1986,12;0,00;3
Pengasih;Feb-19;843;384,96;543,16;532,62;411,33;27,52;83,50;3,21;100,51;2915,25;620,67;2,58;2006,81;0,00;6
Pengasih;Mar-19;845;258,4;384,96;543,16;532,62;27,27;83,75;2,91;100,45;2895,76;621,98;2,70;2034,67;0,00;2
Pengasih;Apr-19;847;284,77;258,4;384,96;543,16;27,72;84,50;4,09;100,37;2874,96;623,16;2,85;2068,71;0,00;0
Pengasih;May-19;849;68,55;284,77;258,4;384,96;26,74;85,12;5,23;100,51;2853,27;624,27;3,03;2107,92;0,00;4
Pengasih;Jun-19;851;0;68,55;284,77;258,4;24,77;86,81;4,74;100,56;2831,07;625,38;3,23;2151,24;0,00;1
Pengasih;Jul-19;852;5,27;0;68,55;284,77;24,16;86,19;5,08;100,64;2808,75;626,56;3,45;2197,53;0,00;1
Pengasih;Aug-19;853;0;5,27;0;68,55;23,92;83,88;4,86;100,68;2786,69;627,88;3,67;2245,55;0,00;1
Pengasih;Sep-19;854;5,27;0;5,27;0;24,54;81,88;4,99;100,73;2765,24;629,40;3,89;2293,94;0,00;1
Pengasih;Oct-19;855;21,09;5,27;0;5,27;25,83;81,19;4,15;100,54;2744,76;631,20;4,08;2341,25;0,00;1
Pengasih;Nov-19;856;63,28;21,09;5,27;0;26,90;79,81;3,89;100,46;2725,59;633,34;4,24;2385,87;0,00;1
Pengasih;Dec-19;856;416,6;63,28;21,09;5,27;27,81;82,25;2,59;100,36;2708,06;635,90;4,35;2426,12;0,00;1
Pengasih;Jan-20;849;311,13;416,6;63,28;21,09;27,83;82,38;3,34;100,36;2692,50;638,95;4,38;2460,23;0,00;2
Pengasih;Feb-20;849;427,15;311,13;416,6;63,28;27,76;83,69;3,08;100,43;2679,09;642,53;4,33;2486,82;0,00;2
Pengasih;Mar-20;849;627,54;427,15;311,13;416,6;27,91;84,69;3,27;100,37;2667,48;646,56;4,22;2506,37;0,00;3
Pengasih;Apr-20;850;448,24;627,54;427,15;311,13;28,12;83,56;3,68;100,40;2657,20;650,91;4,06;2519,89;0,00;3
Pengasih;May-20;850;796,29;448,24;627,54;427,15;27,71;85,69;4,48;100,39;2647,80;655,45;3,86;2528,45;0,00;2
Pengasih;Jun-20;851;258,4;796,29;448,24;627,54;26,76;85,38;5,41;100,46;2638,81;660,06;3,65;2533,20;0,00;2
Pengasih;Jul-20;852;47,46;258,4;796,29;448,24;25,52;85,25;5,42;100,45;2629,79;664,61;3,44;2535,30;0,00;3
Pengasih;Aug-20;853;47,46;47,46;258,4;796,29;25,33;85,38;5,22;100,50;2620,29;668,95;3,24;2535,94;0,00;1
Pengasih;Sep-20;854;105,47;47,46;47,46;258,4;25,88;84,25;5,08;100,50;2609,88;672,96;3,06;2536,29;0,00;1
Pengasih;Oct-20;855;532,62;105,47;47,46;47,46;26,32;86,06;4,97;100,39;2598,14;676,48;2,91;2537,54;0,00;1
Pengasih;Nov-20;856;421,88;532,62;105,47;47,46;27,27;85,62;4,16;100,36;2584,64;679,37;2,80;2540,90;0,00;2
Pengasih;Dec-20;857;506,25;421,88;532,62;105,47;26,80;84,56;3,70;100,23;2568,98;681,49;2,73;2547,55;0,00;2
Pengasih;Jan-21;;;;;;;;;;;;;;;
Pengasih;Feb-21;;;;;;;;;;;;;;;
Pengasih;Mar-21;;;;;;;;;;;;;;;
Pengasih;Apr-21;;;;;;;;;;;;;;;
Pengasih;May-21;;;;;;;;;;;;;;;
Pengasih;Jun-21;;;;;;;;;;;;;;;
Pengasih;Jul-21;;;;;;;;;;;;;;;
Pengasih;Aug-21;;;;;;;;;;;;;;;
Pengasih;Sep-21;;;;;;;;;;;;;;;
Pengasih;Oct-21;;;;;;;;;;;;;;;
Pengasih;Nov-21;;;;;;;;;;;;;;;
Pengasih;Dec-21;;;;;;;;;;;;;;;
Pengasih;Jan-22;;;;;;;;;;;;;;;
Pengasih;Feb-22;;;;;;;;;;;;;;;
Pengasih;Mar-22;;;;;;;;;;;;;;;
Pengasih;Apr-22;;;;;;;;;;;;;;;
Pengasih;May-22;;;;;;;;;;;;;;;
Pengasih;Jun-22;;;;;;;;;;;;;;;
Pengasih;Jul-22;;;;;;;;;;;;;;;
Pengasih;Aug-22;;;;;;;;;;;;;;;
Pengasih;Sep-22;;;;;;;;;;;;;;;
Pengasih;Oct-22;;;;;;;;;;;;;;;
Pengasih;Nov-22;;;;;;;;;;;;;;;
Pengasih;Dec-22;;;;;;;;;;;;;;;
Kokap;Jan-17;440;374,41;406,05;379,69;532,62;27,06;84,38;3,88;100,29;269,58;64,69;155,22;6402,31;1,21;5
Kokap;Feb-17;440;395,51;374,41;406,05;379,69;26,88;84,50;4,12;100,38;307,58;63,99;155,27;6313,36;0,97;5
Kokap;Mar-17;439;179,3;395,51;374,41;406,05;27,35;82,44;3,30;100,40;347,64;63,33;155,21;6226,75;0,77;2
Kokap;Apr-17;439;221,48;179,3;395,51;374,41;27,30;83,06;3,44;100,44;389,35;62,71;155,06;6142,64;0,60;2
Kokap;May-17;439;152,93;221,48;179,3;395,51;26,81;85,31;5,03;100,46;432,24;62,12;154,82;6061,16;0,47;1
Kokap;Jun-17;439;163,48;152,93;221,48;179,3;26,28;86,38;4,88;100,53;475,80;61,58;154,50;5982,45;0,36;0
Kokap;Jul-17;439;26,37;163,48;152,93;221,48;24,91;87,12;5,31;100,63;519,48;61,06;154,11;5906,63;0,27;0
Kokap;Aug-17;439;0;26,37;163,48;152,93;24,58;84,81;5,29;100,60;562,74;60,59;153,66;5833,82;0,20;0
Kokap;Sep-17;439;94,92;0;26,37;163,48;25,25;83,69;4,75;100,59;605,02;60,14;153,15;5764,14;0,14;1
Kokap;Oct-17;439;363,87;94,92;0;26,37;26,26;85,06;4,54;100,46;645,78;59,73;152,60;5697,68;0,09;0
Kokap;Nov-17;439;342,77;363,87;94,92;0;26,86;85,19;3,25;100,22;684,53;59,35;152,01;5634,55;0,05;0
Kokap;Dec-17;439;326,95;342,77;363,87;94,92;27,00;84,12;3,74;100,32;720,82;59,00;151,40;5574,85;0,02;0
Kokap;Jan-18;439;253,12;326,95;342,77;363,87;27,05;84,75;4,88;100,16;754,26;58,68;150,76;5518,67;0,00;3
Kokap;Feb-18;439;432,42;253,12;326,95;342,77;26,92;84,12;3,71;100,39;784,55;58,39;150,11;5466,18;0,00;3
Kokap;Mar-18;439;332,23;432,42;253,12;326,95;27,31;82,00;2,73;100,34;811,56;58,13;149,48;5417,78;0,00;4
Kokap;Apr-18;440;326,95;332,23;432,42;253,12;27,79;83,69;3,96;100,35;835,27;57,91;148,87;5373,92;0,00;0
Kokap;May-18;440;15,82;326,95;332,23;432,42;26,82;84,56;5,10;100,45;855,73;57,74;148,32;5335,05;0,00;0
Kokap;Jun-18;440;47,46;15,82;326,95;332,23;25,79;85,62;4,96;100,57;873,10;57,61;147,84;5301,63;0,00;0
Kokap;Jul-18;441;0;47,46;15,82;326,95;24,05;85,75;4,85;100,59;887,58;57,53;147,45;5274,08;0,00;1
Kokap;Aug-18;441;0;0;47,46;15,82;24,37;80,75;5,06;100,65;899,44;57,50;147,17;5252,88;0,00;0
Kokap;Sep-18;442;15,82;0;0;47,46;25,37;80,19;4,90;100,63;909,00;57,54;147,03;5238,49;0,00;0
Kokap;Oct-18;443;36,91;15,82;0;0;26,31;79,56;4,80;100,58;916,62;57,65;147,04;5231,38;0,00;0
Kokap;Nov-18;443;411,33;36,91;15,82;0;26,76;84,12;4,02;100,47;922,68;57,82;147,22;5232,08;0,00;1
Kokap;Dec-18;444;532,62;411,33;36,91;15,82;26,93;84,00;4,06;100,38;927,58;58,08;147,60;5241,13;0,00;1
Kokap;Jan-19;443;543,16;532,62;411,33;36,91;27,53;83,69;3,90;100,38;931,75;58,41;148,20;5259,12;0,00;10
Kokap;Feb-19;444;384,96;543,16;532,62;411,33;27,52;83,50;3,21;100,51;935,48;58,83;149,03;5286,38;0,00;10
Kokap;Mar-19;445;258,4;384,96;543,16;532,62;27,27;83,75;2,91;100,45;938,58;59,32;150,06;5322,09;0,00;9
Kokap;Apr-19;446;284,77;258,4;384,96;543,16;27,72;84,50;4,09;100,37;940,71;59,86;151,25;5365,10;0,00;10
Kokap;May-19;447;68,55;284,77;258,4;384,96;26,74;85,12;5,23;100,51;941,53;60,42;152,56;5414,31;0,00;8
Kokap;Jun-19;448;0;68,55;284,77;258,4;24,77;86,81;4,74;100,56;940,71;60,99;153,93;5468,54;0,00;1
Kokap;Jul-19;450;5,27;0;68,55;284,77;24,16;86,19;5,08;100,64;937,94;61,55;155,33;5526,62;0,00;1
Kokap;Aug-19;452;0;5,27;0;68,55;23,92;83,88;4,86;100,68;932,91;62,07;156,70;5587,30;0,00;0
Kokap;Sep-19;453;5,27;0;5,27;0;24,54;81,88;4,99;100,73;925,33;62,52;158,01;5649,29;0,00;0
Kokap;Oct-19;455;21,09;5,27;0;5,27;25,83;81,19;4,15;100,54;914,94;62,89;159,19;5711,25;0,00;0
Kokap;Nov-19;457;63,28;21,09;5,27;0;26,90;79,81;3,89;100,46;901,53;63,14;160,19;5771,78;0,00;0
Kokap;Dec-19;460;416,6;63,28;21,09;5,27;27,81;82,25;2,59;100,36;884,93;63,26;160,97;5829,40;0,00;0
Kokap;Jan-20;468;311,13;416,6;63,28;21,09;27,83;82,38;3,34;100,36;865,02;63,22;161,46;5882,60;0,00;0
Kokap;Feb-20;471;427,15;311,13;416,6;63,28;27,76;83,69;3,08;100,43;841,89;63,00;161,64;5930,16;0,00;7
Kokap;Mar-20;473;627,54;427,15;311,13;416,6;27,91;84,69;3,27;100,37;816,26;62,64;161,53;5972,18;0,00;8
Kokap;Apr-20;475;448,24;627,54;427,15;311,13;28,12;83,56;3,68;100,40;788,94;62,14;161,19;6009,13;0,00;2
Kokap;May-20;476;796,29;448,24;627,54;427,15;27,71;85,69;4,48;100,39;760,68;61,56;160,66;6041,51;0,00;5
Kokap;Jun-20;478;258,4;796,29;448,24;627,54;26,76;85,38;5,41;100,46;732,18;60,92;160,01;6069,84;0,00;6
Kokap;Jul-20;480;47,46;258,4;796,29;448,24;25,52;85,25;5,42;100,45;704,02;60,24;159,27;6094,67;0,00;5
Kokap;Aug-20;481;47,46;47,46;258,4;796,29;25,33;85,38;5,22;100,50;676,73;59,57;158,51;6116,55;0,00;2
Kokap;Sep-20;482;105,47;47,46;47,46;258,4;25,88;84,25;5,08;100,50;650,73;58,91;157,76;6136,06;0,00;1
Kokap;Oct-20;483;532,62;105,47;47,46;47,46;26,32;86,06;4,97;100,39;626,40;58,30;157,08;6153,78;0,00;1
Kokap;Nov-20;484;421,88;532,62;105,47;47,46;27,27;85,62;4,16;100,36;604,06;57,77;156,52;6170,30;0,00;0
Kokap;Dec-20;485;506,25;421,88;532,62;105,47;26,80;84,56;3,70;100,23;583,95;57,33;156,12;6186,23;0,00;2
Kokap;Jan-21;;;;;;;;;;;;;;;
Kokap;Feb-21;;;;;;;;;;;;;;;
Kokap;Mar-21;;;;;;;;;;;;;;;
Kokap;Apr-21;;;;;;;;;;;;;;;
Kokap;May-21;;;;;;;;;;;;;;;
Kokap;Jun-21;;;;;;;;;;;;;;;
Kokap;Jul-21;;;;;;;;;;;;;;;
Kokap;Aug-21;;;;;;;;;;;;;;;
Kokap;Sep-21;;;;;;;;;;;;;;;
Kokap;Oct-21;;;;;;;;;;;;;;;
Kokap;Nov-21;;;;;;;;;;;;;;;
Kokap;Dec-21;;;;;;;;;;;;;;;
Kokap;Jan-22;;;;;;;;;;;;;;;
Kokap;Feb-22;;;;;;;;;;;;;;;
Kokap;Mar-22;;;;;;;;;;;;;;;
Kokap;Apr-22;;;;;;;;;;;;;;;
Kokap;May-22;;;;;;;;;;;;;;;
Kokap;Jun-22;;;;;;;;;;;;;;;
Kokap;Jul-22;;;;;;;;;;;;;;;
Kokap;Aug-22;;;;;;;;;;;;;;;
Kokap;Sep-22;;;;;;;;;;;;;;;
Kokap;Oct-22;;;;;;;;;;;;;;;
Kokap;Nov-22;;;;;;;;;;;;;;;
Kokap;Dec-22;;;;;;;;;;;;;;;
Girimulyo;Jan-17;427;311,13;305,86;295,31;342,77;23,01;90,31;2,59;93,99;205,83;453,22;0,42;4806,24;4,73;1
Girimulyo;Feb-17;424;395,51;311,13;305,86;295,31;22,97;90,56;2,66;94,07;222,23;449,95;0,40;4795,20;3,42;1
Girimulyo;Mar-17;422;158,2;395,51;311,13;305,86;23,36;88,56;2,16;94,08;239,20;447,22;0,39;4776,98;2,50;0
Girimulyo;Apr-17;420;242,58;158,2;395,51;311,13;23,40;89,56;1,99;94,11;256,67;444,97;0,37;4752,23;1,83;0
Girimulyo;May-17;418;105,47;242,58;158,2;395,51;23,19;90,62;2,68;94,11;274,57;443,19;0,34;4721,64;1,34;0
Girimulyo;Jun-17;416;126,56;105,47;242,58;158,2;22,72;89,94;2,41;94,17;292,82;441,83;0,32;4685,89;0,98;0
Girimulyo;Jul-17;415;36,91;126,56;105,47;242,58;21,78;89,81;3,26;94,23;311,33;440,86;0,30;4645,68;0,70;0
Girimulyo;Aug-17;414;0;36,91;126,56;105,47;21,85;85,19;3,34;94,19;330,00;440,27;0,28;4601,67;0,50;0
Girimulyo;Sep-17;413;100,2;0;36,91;126,56;23,07;80,94;3,12;94,19;348,73;440,01;0,25;4554,56;0,34;0
Girimulyo;Oct-17;412;374,41;100,2;0;36,91;23,29;88,06;2,98;94,09;367,41;440,07;0,23;4504,99;0,22;0
Girimulyo;Nov-17;412;253,12;374,41;100,2;0;23,51;88,56;2,30;93,91;385,93;440,41;0,21;4453,59;0,12;0
Girimulyo;Dec-17;412;232,03;253,12;374,41;100,2;23,15;89,12;2,61;94,01;404,17;441,01;0,18;4400,98;0,05;0
Girimulyo;Jan-18;412;274,22;232,03;253,12;374,41;22,94;90,12;3,07;93,88;422,00;441,85;0,16;4347,75;0,00;0
Girimulyo;Feb-18;413;601,17;274,22;232,03;253,12;23,05;90,38;2,42;94,07;439,31;442,90;0,14;4294,55;0,00;1
Girimulyo;Mar-18;413;221,48;601,17;274,22;232,03;23,38;88,81;1,93;94,02;455,96;444,12;0,12;4242,37;0,00;1
Girimulyo;Apr-18;414;205,66;221,48;601,17;274,22;23,63;89,62;2,16;94,04;471,84;445,48;0,10;4192,21;0,00;0
Girimulyo;May-18;415;21,09;205,66;221,48;601,17;23,08;89,00;2,67;94,11;486,81;446,96;0,08;4145,06;0,00;0
Girimulyo;Jun-18;417;47,46;21,09;205,66;221,48;22,37;88,62;2,77;94,20;500,77;448,52;0,07;4101,85;0,00;0
Girimulyo;Jul-18;418;0;47,46;21,09;205,66;21,15;86,12;3,14;94,18;513,60;450,12;0,05;4063,46;0,00;0
Girimulyo;Aug-18;420;0;0;47,46;21,09;21,73;80,38;3,45;94,23;525,20;451,73;0,04;4030,79;0,00;0
Girimulyo;Sep-18;422;5,27;0;0;47,46;23,47;75,12;3,55;94,21;535,46;453,32;0,04;4004,69;0,00;0
Girimulyo;Oct-18;425;52,73;5,27;0;0;24,65;73,88;3,42;94,18;544,31;454,84;0,04;3986,02;0,00;0
Girimulyo;Nov-18;428;263,67;52,73;5,27;0;24,03;84,75;2,51;94,11;551,66;456,28;0,04;3975,67;0,00;0
Girimulyo;Dec-18;430;353,32;263,67;52,73;5,27;23,44;88,62;2,59;94,05;557,45;457,58;0,04;3974,57;0,00;0
Girimulyo;Jan-19;449;400,78;353,32;263,67;52,73;23,75;88,44;2,55;94,08;561,64;458,71;0,05;3983,70;0,00;0
Girimulyo;Feb-19;452;337,5;400,78;353,32;263,67;23,70;89,69;1,73;94,18;564,19;459,65;0,06;4003,70;0,00;2
Girimulyo;Mar-19;454;263,67;337,5;400,78;353,32;23,31;89,50;2,17;94,14;565,09;460,38;0,08;4033,61;0,00;2
Girimulyo;Apr-19;456;268,95;263,67;337,5;400,78;24,13;89,75;2,05;94,05;564,36;460,91;0,11;4072,10;0,00;0
Girimulyo;May-19;458;73,83;268,95;263,67;337,5;23,25;89,75;2,84;94,17;562,02;461,25;0,13;4117,83;0,00;0
Girimulyo;Jun-19;459;0;73,83;268,95;263,67;21,81;88,56;2,84;94,18;558,12;461,39;0,16;4169,44;0,00;0
Girimulyo;Jul-19;460;0;0;73,83;268,95;21,42;85,31;3,30;94,24;552,71;461,33;0,20;4225,52;0,00;0
Girimulyo;Aug-19;460;0;0;0;73,83;21,91;78,94;3,52;94,26;545,85;461,09;0,23;4284,58;0,00;0
Girimulyo;Sep-19;460;26,37;0;0;0;23,40;72,31;3,66;94,30;537,62;460,66;0,27;4345,07;0,00;1
Girimulyo;Oct-19;460;15,82;26,37;0;0;24,78;70,94;3,49;94,15;528,10;460,04;0,30;4405,35;0,00;0
Girimulyo;Nov-19;459;68,55;15,82;26,37;0;25,26;73,50;3,08;94,10;517,39;459,24;0,34;4463,66;0,00;1
Girimulyo;Dec-19;458;337,5;68,55;15,82;26,37;24,78;83,75;1,63;94,05;505,57;458,27;0,37;4518,17;0,00;0
Girimulyo;Jan-20;443;305,86;337,5;68,55;15,82;24,15;86,94;2,21;94,06;492,77;457,12;0,40;4566,99;0,00;1
Girimulyo;Feb-20;442;390,23;305,86;337,5;68,55;23,91;88,69;2,13;94,13;479,12;455,80;0,43;4608,57;0,00;0
Girimulyo;Mar-20;441;363,87;390,23;305,86;337,5;24,05;89,62;1,95;94,07;464,95;454,34;0,45;4643,08;0,00;1
Girimulyo;Apr-20;440;226,76;363,87;390,23;305,86;24,09;89,38;1,91;94,09;450,59;452,73;0,47;4671,15;0,00;0
Girimulyo;May-20;439;479,88;226,76;363,87;390,23;23,97;90,56;2,23;94,08;436,34;450,99;0,48;4693,48;0,00;0
Girimulyo;Jun-20;438;131,84;479,88;226,76;363,87;22,88;90,69;2,73;94,11;422,47;449,15;0,49;4710,78;0,00;2
Girimulyo;Jul-20;438;100,2;131,84;479,88;226,76;22,02;89,62;3,02;94,08;409,20;447,21;0,50;4723,81;0,00;0
Girimulyo;Aug-20;437;47,46;100,2;131,84;479,88;22,45;87,19;3,06;94,12;396,74;445,20;0,51;4733,34;0,00;0
Girimulyo;Sep-20;437;137,11;47,46;100,2;131,84;23,02;85,50;3,38;94,13;385,27;443,12;0,51;4740,18;0,00;0
Girimulyo;Oct-20;437;348,05;137,11;47,46;100,2;23,37;87,94;3,09;94,03;374,94;440,98;0,50;4745,12;0,00;0
Girimulyo;Nov-20;437;348,05;348,05;137,11;47,46;23,72;89,62;2,52;94,04;365,90;438,81;0,50;4748,97;0,00;1
Girimulyo;Dec-20;438;485,16;348,05;348,05;137,11;22,92;91,31;2,77;93,93;358,27;436,62;0,49;4752,55;0,00;0
Girimulyo;Jan-21;;;;;;;;;;;;;;;
Girimulyo;Feb-21;;;;;;;;;;;;;;;
Girimulyo;Mar-21;;;;;;;;;;;;;;;
Girimulyo;Apr-21;;;;;;;;;;;;;;;
Girimulyo;May-21;;;;;;;;;;;;;;;
Girimulyo;Jun-21;;;;;;;;;;;;;;;
Girimulyo;Jul-21;;;;;;;;;;;;;;;
Girimulyo;Aug-21;;;;;;;;;;;;;;;
Girimulyo;Sep-21;;;;;;;;;;;;;;;
Girimulyo;Oct-21;;;;;;;;;;;;;;;
Girimulyo;Nov-21;;;;;;;;;;;;;;;
Girimulyo;Dec-21;;;;;;;;;;;;;;;
Girimulyo;Jan-22;;;;;;;;;;;;;;;
Girimulyo;Feb-22;;;;;;;;;;;;;;;
Girimulyo;Mar-22;;;;;;;;;;;;;;;
Girimulyo;Apr-22;;;;;;;;;;;;;;;
Girimulyo;May-22;;;;;;;;;;;;;;;
Girimulyo;Jun-22;;;;;;;;;;;;;;;
Girimulyo;Jul-22;;;;;;;;;;;;;;;
Girimulyo;Aug-22;;;;;;;;;;;;;;;
Girimulyo;Sep-22;;;;;;;;;;;;;;;
Girimulyo;Oct-22;;;;;;;;;;;;;;;
Girimulyo;Nov-22;;;;;;;;;;;;;;;
Girimulyo;Dec-22;;;;;;;;;;;;;;;
Nanggulan;Jan-17;751;374,41;406,05;379,69;532,62;27,06;84,38;3,88;100,29;1260,98;1271,20;54,65;1170,68;0,00;9
Nanggulan;Feb-17;750;395,51;374,41;406,05;379,69;26,88;84,50;4,12;100,38;1316,70;1278,31;53,76;1106,87;0,00;8
Nanggulan;Mar-17;750;179,3;395,51;374,41;406,05;27,35;82,44;3,30;100,40;1372,19;1284,08;52,99;1047,63;0,00;4
Nanggulan;Apr-17;750;221,48;179,3;395,51;374,41;27,30;83,06;3,44;100,44;1427,24;1288,59;52,32;992,68;0,00;4
Nanggulan;May-17;750;152,93;221,48;179,3;395,51;26,81;85,31;5,03;100,46;1481,63;1291,91;51,74;941,75;0,00;0
Nanggulan;Jun-17;750;163,48;152,93;221,48;179,3;26,28;86,38;4,88;100,53;1535,13;1294,15;51,24;894,59;0,00;1
Nanggulan;Jul-17;751;26,37;163,48;152,93;221,48;24,91;87,12;5,31;100,63;1587,54;1295,40;50,83;850,96;0,00;2
Nanggulan;Aug-17;751;0;26,37;163,48;152,93;24,58;84,81;5,29;100,60;1638,62;1295,76;50,49;810,63;0,00;1
Nanggulan;Sep-17;751;94,92;0;26,37;163,48;25,25;83,69;4,75;100,59;1688,15;1295,32;50,21;773,40;0,00;1
Nanggulan;Oct-17;752;363,87;94,92;0;26,37;26,26;85,06;4,54;100,46;1735,93;1294,18;50,00;739,08;0,00;0
Nanggulan;Nov-17;752;342,77;363,87;94,92;0;26,86;85,19;3,25;100,22;1781,73;1292,45;49,84;707,49;0,00;0
Nanggulan;Dec-17;753;326,95;342,77;363,87;94,92;27,00;84,12;3,74;100,32;1825,37;1290,23;49,74;678,46;0,00;1
Nanggulan;Jan-18;754;253,12;326,95;342,77;363,87;27,05;84,75;4,88;100,16;1866,63;1287,62;49,68;651,83;0,00;0
Nanggulan;Feb-18;754;432,42;253,12;326,95;342,77;26,92;84,12;3,71;100,39;1905,29;1284,72;49,66;627,53;0,00;0
Nanggulan;Mar-18;755;332,23;432,42;253,12;326,95;27,31;82,00;2,73;100,34;1940,89;1281,63;49,69;605,68;0,00;1
Nanggulan;Apr-18;756;326,95;332,23;432,42;253,12;27,79;83,69;3,96;100,35;1972,91;1278,43;49,74;586,45;0,00;0
Nanggulan;May-18;757;15,82;326,95;332,23;432,42;26,82;84,56;5,10;100,45;2000,84;1275,22;49,83;569,98;0,00;2
Nanggulan;Jun-18;758;47,46;15,82;326,95;332,23;25,79;85,62;4,96;100,57;2024,16;1272,09;49,95;556,41;0,00;0
Nanggulan;Jul-18;759;0;47,46;15,82;326,95;24,05;85,75;4,85;100,59;2042,39;1269,13;50,08;545,88;0,00;0
Nanggulan;Aug-18;760;0;0;47,46;15,82;24,37;80,75;5,06;100,65;2055,05;1266,42;50,24;538,57;0,00;0
Nanggulan;Sep-18;762;15,82;0;0;47,46;25,37;80,19;4,90;100,63;2061,70;1264,06;50,42;534,68;0,00;0
Nanggulan;Oct-18;763;36,91;15,82;0;0;26,31;79,56;4,80;100,58;2061,96;1262,13;50,60;534,45;0,00;0
Nanggulan;Nov-18;764;411,33;36,91;15,82;0;26,76;84,12;4,02;100,47;2055,49;1260,72;50,80;538,21;0,00;3
Nanggulan;Dec-18;766;532,62;411,33;36,91;15,82;26,93;84,00;4,06;100,38;2042,04;1259,91;51,00;546,37;0,00;1
Nanggulan;Jan-19;774;543,16;532,62;411,33;36,91;27,53;83,69;3,90;100,38;2021,41;1259,80;51,20;559,49;0,00;2
Nanggulan;Feb-19;776;384,96;543,16;532,62;411,33;27,52;83,50;3,21;100,51;1993,80;1260,48;51,40;578,00;0,00;0
Nanggulan;Mar-19;777;258,4;384,96;543,16;532,62;27,27;83,75;2,91;100,45;1960,57;1262,08;51,58;601,46;0,00;2
Nanggulan;Apr-19;778;284,77;258,4;384,96;543,16;27,72;84,50;4,09;100,37;1923,38;1264,72;51,75;629,15;0,00;2
Nanggulan;May-19;779;68,55;284,77;258,4;384,96;26,74;85,12;5,23;100,51;1883,78;1268,55;51,90;660,20;0,00;1
Nanggulan;Jun-19;779;0;68,55;284,77;258,4;24,77;86,81;4,74;100,56;1843,24;1273,70;52,01;693,60;0,00;0
Nanggulan;Jul-19;779;5,27;0;68,55;284,77;24,16;86,19;5,08;100,64;1803,11;1280,33;52,09;728,04;0,00;0
Nanggulan;Aug-19;779;0;5,27;0;68,55;23,92;83,88;4,86;100,68;1764,64;1288,58;52,12;761,99;0,00;2
Nanggulan;Sep-19;779;5,27;0;5,27;0;24,54;81,88;4,99;100,73;1728,96;1298,63;52,09;793,60;0,00;1
Nanggulan;Oct-19;779;21,09;5,27;0;5,27;25,83;81,19;4,15;100,54;1697,12;1310,65;52,01;820,80;0,00;0
Nanggulan;Nov-19;778;63,28;21,09;5,27;0;26,90;79,81;3,89;100,46;1670,10;1324,82;51,86;841,35;0,00;0
Nanggulan;Dec-19;778;416,6;63,28;21,09;5,27;27,81;82,25;2,59;100,36;1648,84;1341,35;51,63;852,98;0,00;0
Nanggulan;Jan-20;768;311,13;416,6;63,28;21,09;27,83;82,38;3,34;100,36;1634,27;1360,47;51,33;853,58;0,00;3
Nanggulan;Feb-20;767;427,15;311,13;416,6;63,28;27,76;83,69;3,08;100,43;1626,96;1382,26;50,95;842,09;0,00;4
Nanggulan;Mar-20;766;627,54;427,15;311,13;416,6;27,91;84,69;3,27;100,37;1625,97;1406,17;50,50;820,62;0,00;4
Nanggulan;Apr-20;766;448,24;627,54;427,15;311,13;28,12;83,56;3,68;100,40;1630,06;1431,43;50,00;792,11;0,00;1
Nanggulan;May-20;765;796,29;448,24;627,54;427,15;27,71;85,69;4,48;100,39;1638,04;1457,25;49,49;759,44;0,00;1
Nanggulan;Jun-20;765;258,4;796,29;448,24;627,54;26,76;85,38;5,41;100,46;1648,70;1482,75;48,96;725,22;0,00;3
Nanggulan;Jul-20;765;47,46;258,4;796,29;448,24;25,52;85,25;5,42;100,45;1660,84;1507,00;48,45;691,70;0,00;2
Nanggulan;Aug-20;765;47,46;47,46;258,4;796,29;25,33;85,38;5,22;100,50;1673,24;1529,01;47,97;660,74;0,00;4
Nanggulan;Sep-20;766;105,47;47,46;47,46;258,4;25,88;84,25;5,08;100,50;1684,61;1547,76;47,53;633,89;0,00;1
Nanggulan;Oct-20;766;532,62;105,47;47,46;47,46;26,32;86,06;4,97;100,39;1693,66;1562,18;47,16;612,46;0,00;0
Nanggulan;Nov-20;767;421,88;532,62;105,47;47,46;27,27;85,62;4,16;100,36;1699,07;1571,22;46,86;597,60;0,00;2
Nanggulan;Dec-20;768;506,25;421,88;532,62;105,47;26,80;84,56;3,70;100,23;1699,51;1573,84;46,66;590,50;0,00;1
Nanggulan;Jan-21;;;;;;;;;;;;;;;
Nanggulan;Feb-21;;;;;;;;;;;;;;;
Nanggulan;Mar-21;;;;;;;;;;;;;;;
Nanggulan;Apr-21;;;;;;;;;;;;;;;
Nanggulan;May-21;;;;;;;;;;;;;;;
